day_of_week,hour_of_day,category,lead_time_days,payment_online,used_loyalty,previous_no_shows,no_show
4,11,Skincare,4,0,1,0,0
2,13,Hair,1,0,0,0,0
4,13,Skincare,3,1,0,0,0
0,16,Makeup,0,0,1,0,0
0,11,Body,2,0,0,0,0
5,13,Makeup,0,0,0,0,0
4,15,Skincare,6,1,1,4,0
5,16,Nails,0,1,0,0,0
4,13,Nails,5,1,0,2,0
0,15,Hair,3,0,0,0,0
5,12,Hair,21,0,0,0,0
6,13,Nails,1,1,0,0,0
2,9,Nails,13,0,0,0,0
1,11,Skincare,0,1,0,3,1
4,12,Makeup,2,0,0,0,0
6,16,Body,3,1,0,0,1
3,17,Makeup,6,1,0,0,1
2,16,Body,1,0,1,5,1
1,10,Body,9,0,0,0,0
5,9,Makeup,1,0,0,2,0
1,12,Hair,1,1,0,0,0
1,9,Nails,6,1,0,0,0
0,12,Nails,0,0,0,4,1
6,12,Nails,8,0,0,2,0
1,17,Skincare,12,0,0,0,0
3,12,Hair,7,0,0,0,0
4,11,Makeup,2,1,0,1,1
0,12,Skincare,0,0,0,0,0
4,10,Hair,11,0,0,0,1
2,14,Skincare,2,1,0,0,0
0,16,Skincare,3,1,0,3,0
3,16,Body,3,0,0,0,0
3,17,Hair,2,1,0,0,0
5,12,Skincare,1,1,0,0,0
4,9,Body,2,1,0,0,0
4,16,Body,3,0,0,0,1
1,13,Makeup,2,0,1,0,0
4,11,Hair,0,0,0,0,1
3,14,Nails,15,0,0,0,0
6,10,Nails,13,0,0,0,0
3,15,Makeup,13,1,0,0,0
1,9,Nails,9,0,1,4,0
3,12,Makeup,0,0,1,0,1
6,12,Nails,4,0,0,0,0
4,11,Body,5,1,0,2,0
3,15,Hair,5,1,1,4,0
4,17,Hair,2,1,0,0,0
2,9,Body,1,1,1,0,0
2,15,Body,10,0,0,0,1
5,11,Body,4,0,0,0,0
6,12,Makeup,10,1,0,0,0
0,13,Body,9,0,0,1,1
4,16,Hair,20,1,0,0,0
2,14,Skincare,0,1,1,0,0
0,11,Nails,8,0,1,0,0
6,15,Makeup,4,0,0,0,0
1,16,Nails,0,0,0,0,0
3,9,Hair,29,1,0,0,0
1,15,Nails,3,0,1,0,0
4,10,Makeup,15,1,1,0,1
6,13,Body,6,1,1,2,0
3,12,Hair,8,0,0,0,0
0,9,Nails,3,0,0,2,0
0,10,Nails,1,0,0,0,1
5,17,Hair,2,1,0,0,0
1,12,Hair,0,0,0,0,0
5,13,Body,4,1,0,3,1
4,12,Nails,0,0,0,3,0
5,10,Skincare,1,0,0,0,0
4,12,Body,0,1,0,0,0
4,13,Makeup,12,0,0,0,0
4,13,Nails,4,1,0,3,1
6,11,Hair,2,1,1,0,0
6,10,Hair,5,1,0,0,0
0,10,Nails,4,1,0,5,0
6,17,Skincare,2,0,0,0,0
1,10,Skincare,30,0,0,0,0
3,15,Makeup,5,1,0,3,1
3,9,Body,6,0,0,0,0
3,11,Skincare,4,1,0,0,0
0,9,Body,3,0,1,0,1
4,11,Skincare,0,0,0,0,1
5,12,Nails,1,0,1,0,0
3,14,Skincare,4,1,1,0,0
6,15,Nails,10,0,1,0,0
6,15,Makeup,10,0,0,0,0
5,17,Skincare,16,1,0,0,1
6,12,Nails,0,0,0,0,1
4,9,Hair,8,0,0,0,1
6,10,Makeup,6,1,0,2,0
6,9,Hair,3,1,1,0,0
3,12,Skincare,13,1,1,0,0
1,13,Skincare,0,0,0,0,0
3,12,Skincare,8,0,0,0,1
4,15,Skincare,9,1,0,4,0
5,13,Skincare,1,1,1,0,1
6,15,Nails,9,1,0,0,0
5,9,Nails,8,0,0,0,0
2,13,Body,5,1,1,1,1
2,9,Makeup,13,1,1,0,0
5,16,Makeup,1,1,0,2,0
1,11,Body,2,0,0,0,0
6,9,Body,15,1,0,0,0
0,13,Nails,1,1,1,0,0
2,9,Body,3,0,0,0,0
6,16,Body,5,0,0,0,1
4,17,Body,20,0,0,0,1
5,15,Nails,19,0,0,0,0
6,11,Hair,0,1,0,0,0
2,9,Nails,13,0,0,0,0
4,10,Nails,7,1,0,3,0
3,10,Skincare,8,0,1,0,0
4,14,Skincare,1,1,0,0,0
4,15,Skincare,4,1,0,1,0
0,13,Nails,5,1,0,0,0
2,14,Nails,1,0,0,2,0
3,11,Nails,5,1,1,0,0
6,11,Hair,3,1,0,0,0
5,9,Hair,0,0,0,0,0
4,13,Nails,2,1,0,2,0
6,11,Nails,13,0,0,0,1
4,10,Body,0,0,0,0,0
5,9,Skincare,3,0,0,0,0
5,15,Hair,1,0,1,4,0
3,14,Skincare,4,0,1,0,0
3,13,Skincare,7,0,0,0,0
1,16,Hair,0,0,1,0,0
0,13,Nails,22,1,0,4,0
0,9,Hair,9,1,0,2,1
6,14,Skincare,1,0,0,0,0
1,14,Nails,6,0,0,0,0
5,13,Body,5,0,0,0,1
0,11,Nails,6,0,0,5,0
2,13,Nails,4,1,1,3,0
3,17,Makeup,6,0,1,0,0
3,16,Makeup,1,0,0,0,0
4,13,Body,25,1,1,0,1
2,12,Hair,6,0,1,0,1
1,10,Nails,8,0,0,0,0
2,9,Body,0,0,0,0,0
3,13,Hair,4,1,1,0,0
1,16,Body,0,0,1,0,1
4,16,Hair,0,0,1,0,0
0,15,Makeup,5,1,0,1,0
6,15,Body,30,1,0,0,0
3,9,Hair,1,1,0,0,0
1,17,Makeup,22,0,0,3,1
0,16,Skincare,1,1,0,0,1
3,14,Hair,2,0,1,0,0
1,11,Nails,8,0,0,0,1
2,14,Body,2,0,1,0,0
5,15,Makeup,4,0,0,0,0
0,16,Makeup,1,0,0,0,1
2,15,Nails,7,0,0,0,0
3,9,Skincare,0,0,0,0,1
4,17,Makeup,13,1,1,4,0
2,13,Hair,0,1,1,0,0
1,10,Body,3,0,1,0,0
5,17,Body,7,0,0,0,0
0,16,Skincare,0,0,0,2,0
3,11,Hair,6,0,0,0,0
1,16,Hair,0,1,1,0,0
1,11,Skincare,0,1,0,1,0
6,16,Hair,0,0,0,0,0
0,10,Nails,30,0,0,0,0
6,13,Body,7,1,0,3,1
0,11,Skincare,13,1,0,0,0
4,17,Makeup,2,0,0,0,0
1,16,Nails,0,0,0,0,0
1,14,Makeup,12,1,1,1,0
0,9,Body,0,0,0,0,1
4,10,Skincare,1,0,0,0,0
4,13,Skincare,30,1,0,0,0
2,15,Body,9,0,0,0,0
1,17,Skincare,5,0,0,5,0
1,15,Nails,1,0,0,0,0
1,11,Nails,1,1,1,2,0
1,14,Body,30,1,0,1,1
4,10,Skincare,21,0,1,0,0
4,17,Skincare,5,1,0,0,0
4,15,Body,15,0,0,0,1
6,10,Body,0,0,0,0,0
4,17,Makeup,0,0,0,0,0
6,12,Body,15,1,0,0,0
5,13,Makeup,6,1,0,0,0
4,11,Makeup,30,0,0,5,1
2,11,Nails,3,0,0,2,1
1,14,Makeup,16,0,0,0,0
2,17,Skincare,0,0,0,0,0
0,12,Skincare,0,1,0,0,0
2,16,Skincare,7,0,0,4,0
6,14,Body,7,0,0,0,0
1,17,Skincare,6,1,1,2,1
2,16,Hair,8,1,0,0,0
6,16,Hair,8,1,0,0,0
1,12,Hair,4,0,0,0,0
4,12,Body,0,0,0,0,1
6,13,Hair,5,1,0,0,0
0,13,Nails,1,1,1,0,0
4,9,Body,2,0,0,0,0
6,12,Nails,2,1,0,0,0
3,14,Makeup,13,0,0,2,0
6,14,Hair,0,0,1,4,0
4,13,Nails,1,0,0,1,1
6,9,Body,13,1,1,0,0
2,14,Body,30,0,0,0,0
1,11,Skincare,4,0,1,2,0
2,10,Skincare,11,0,0,0,0
6,14,Hair,10,0,0,1,0
0,17,Makeup,16,1,0,0,1
1,10,Hair,5,0,0,0,0
2,10,Body,5,1,1,2,0
5,9,Nails,3,0,0,0,0
0,9,Body,11,1,1,5,1
1,16,Nails,2,0,0,1,0
3,12,Skincare,6,1,0,1,0
0,11,Makeup,12,0,0,0,0
4,15,Makeup,1,0,0,0,0
0,9,Skincare,8,0,0,0,0
5,13,Makeup,4,0,0,4,0
6,12,Skincare,1,0,0,0,0
5,15,Skincare,1,0,0,0,0
4,10,Body,0,0,0,2,1
3,9,Skincare,3,1,0,0,0
0,14,Nails,11,1,0,0,1
4,12,Skincare,1,1,1,0,0
0,11,Hair,24,1,0,0,1
1,9,Skincare,3,1,0,3,0
6,9,Nails,2,1,0,1,0
3,16,Makeup,9,0,1,0,0
0,17,Hair,1,1,0,0,0
3,9,Nails,1,1,1,2,0
0,10,Hair,0,0,0,0,1
0,9,Nails,3,1,0,0,0
1,9,Body,3,0,0,0,0
6,16,Hair,13,0,0,1,1
5,12,Hair,5,0,0,0,0
3,11,Skincare,0,0,1,0,0
1,15,Body,3,0,0,0,0
0,17,Body,2,1,0,1,0
0,17,Hair,9,0,0,0,0
4,16,Skincare,6,0,0,0,0
2,15,Nails,0,1,0,0,0
4,16,Makeup,1,0,0,0,0
5,15,Hair,4,1,1,1,0
5,14,Hair,7,0,0,1,1
3,15,Skincare,17,0,1,0,1
3,11,Nails,5,1,0,5,1
1,11,Nails,14,0,0,2,1
2,12,Body,3,0,0,0,1
0,13,Skincare,9,0,1,0,0
6,14,Body,26,0,1,5,1
3,10,Skincare,0,0,0,1,0
1,13,Hair,4,0,0,2,0
4,12,Nails,7,1,0,0,0
4,9,Hair,5,1,0,0,0
5,14,Nails,3,1,0,4,0
0,14,Nails,2,0,1,0,0
6,14,Skincare,3,0,0,0,0
1,10,Body,2,1,0,0,0
3,11,Nails,4,1,0,0,0
1,14,Hair,2,0,1,0,0
4,16,Nails,1,0,0,1,0
1,10,Body,1,1,0,0,0
2,11,Makeup,1,0,0,0,0
0,12,Hair,1,1,0,0,0
6,17,Hair,3,0,1,1,0
6,13,Nails,5,0,0,0,0
5,15,Makeup,11,0,0,0,0
6,12,Nails,20,1,0,0,0
4,9,Nails,0,0,0,0,0
3,17,Skincare,0,0,0,0,0
1,10,Skincare,12,1,1,1,0
2,11,Makeup,22,0,0,5,1
4,13,Makeup,0,0,0,0,1
2,17,Body,12,0,0,0,1
2,13,Hair,0,0,0,0,1
6,15,Skincare,6,1,0,0,0
2,17,Hair,1,1,0,0,0
0,11,Nails,10,1,0,0,0
1,17,Body,3,0,0,0,0
3,14,Makeup,3,1,0,0,0
0,9,Makeup,3,1,1,0,0
5,9,Nails,9,1,0,0,0
5,15,Body,2,1,0,0,0
6,15,Nails,0,0,0,0,0
1,17,Body,6,1,0,0,0
5,10,Hair,1,0,1,0,0
4,14,Skincare,3,0,0,0,0
4,16,Skincare,9,0,1,0,0
5,17,Makeup,16,0,1,0,0
0,17,Hair,12,1,0,0,0
2,12,Makeup,2,0,0,0,0
2,10,Hair,4,1,0,0,0
2,17,Nails,4,1,0,0,0
2,10,Makeup,2,0,1,0,0
4,16,Makeup,17,0,0,0,0
0,17,Body,5,0,0,0,0
1,13,Body,0,0,0,0,0
2,10,Skincare,4,0,1,0,0
4,16,Makeup,9,0,0,0,0
1,17,Nails,13,0,1,0,0
4,13,Hair,0,0,0,0,0
2,12,Body,1,1,0,0,0
6,14,Hair,19,1,0,0,0
6,17,Nails,3,0,0,1,1
3,17,Nails,7,1,0,0,0
5,12,Makeup,8,0,0,2,0
2,13,Nails,4,0,0,0,0
2,10,Makeup,10,0,0,0,0
5,16,Hair,16,0,0,0,0
1,14,Hair,3,1,0,5,0
6,13,Nails,6,1,0,1,0
3,15,Skincare,1,0,1,0,0
3,9,Skincare,0,0,0,0,0
1,10,Body,12,0,0,0,0
6,17,Nails,4,0,0,2,1
1,11,Skincare,6,0,1,0,1
6,11,Skincare,20,0,0,0,0
0,12,Hair,3,1,1,2,1
1,16,Hair,1,0,0,0,1
2,14,Body,1,1,0,0,0
0,10,Skincare,23,1,0,0,1
1,17,Body,0,1,0,0,0
0,12,Hair,3,0,0,0,0
6,13,Nails,0,0,0,3,1
5,12,Makeup,0,1,1,0,0
0,10,Hair,1,1,0,0,0
3,16,Nails,0,0,0,0,0
6,9,Nails,1,0,1,0,0
2,15,Skincare,2,1,0,0,0
2,10,Body,3,1,1,0,0
1,10,Hair,3,1,0,0,0
3,11,Body,17,1,0,0,0
4,11,Makeup,1,0,0,0,0
0,13,Skincare,1,0,1,0,0
2,10,Makeup,30,0,1,0,1
3,12,Hair,1,1,0,0,0
5,16,Body,30,0,0,0,0
3,13,Skincare,5,0,0,0,0
3,10,Body,7,0,0,1,0
4,9,Makeup,6,0,0,0,0
2,15,Hair,1,0,0,5,0
4,15,Hair,0,0,1,0,0
3,17,Skincare,2,1,1,0,0
4,10,Nails,5,1,0,4,1
0,9,Nails,4,0,1,0,0
6,12,Skincare,8,1,0,0,0
1,15,Hair,4,1,0,0,0
4,17,Hair,1,0,0,0,1
0,13,Makeup,1,1,1,1,1
5,17,Hair,2,1,1,1,0
2,16,Nails,7,1,0,0,0
6,14,Body,4,1,0,3,0
1,11,Hair,2,0,1,3,0
6,9,Makeup,0,1,1,0,0
5,13,Body,1,0,1,0,0
0,10,Makeup,3,0,1,0,0
5,10,Nails,10,0,1,0,0
1,17,Body,30,0,0,0,0
3,14,Nails,11,1,0,0,0
5,17,Nails,15,0,0,1,0
2,10,Skincare,1,0,0,1,0
2,10,Body,1,1,0,0,0
5,11,Body,4,0,0,0,0
5,9,Hair,6,1,1,0,0
2,11,Hair,3,0,0,0,0
2,17,Makeup,6,1,0,0,0
2,10,Body,3,0,0,0,0
2,15,Makeup,4,0,1,0,0
5,16,Makeup,7,1,0,2,0
2,16,Skincare,4,0,0,0,0
1,14,Body,4,0,0,0,0
0,17,Body,5,1,0,0,0
1,17,Body,0,0,0,1,1
2,10,Hair,0,1,0,0,0
6,12,Hair,4,1,1,1,0
4,14,Skincare,2,1,0,0,0
4,14,Nails,7,0,0,4,0
2,17,Body,3,1,0,0,0
4,13,Nails,17,0,0,0,0
2,11,Skincare,24,1,1,2,0
2,13,Hair,7,0,0,0,0
1,16,Body,10,1,1,0,0
4,13,Nails,1,0,1,5,1
2,14,Hair,0,1,0,2,0
6,10,Hair,8,1,0,0,0
2,13,Body,1,0,0,0,0
4,10,Nails,1,0,1,0,0
2,10,Nails,0,0,1,0,0
2,10,Makeup,18,1,0,0,0
6,15,Nails,1,1,0,0,0
5,15,Hair,4,1,0,0,0
5,17,Hair,10,0,0,1,0
0,17,Nails,1,1,0,0,0
4,14,Body,7,1,0,0,0
4,9,Hair,1,0,0,0,0
1,15,Nails,23,0,0,0,0
1,16,Skincare,2,1,0,0,0
6,10,Makeup,0,1,0,0,0
1,12,Hair,11,1,0,0,0
4,12,Makeup,0,0,1,0,0
6,16,Body,4,0,0,0,1
3,10,Makeup,9,0,0,0,0
1,11,Nails,11,0,1,0,0
5,14,Hair,0,1,0,0,0
1,9,Skincare,0,0,0,0,0
0,9,Makeup,4,1,0,0,0
1,14,Body,15,1,0,3,0
5,11,Skincare,2,0,0,0,0
1,17,Body,2,1,1,0,0
0,12,Makeup,8,0,0,0,0
0,13,Makeup,0,1,1,0,0
3,17,Makeup,0,0,0,5,0
0,15,Body,4,1,0,0,0
6,9,Nails,4,1,0,0,0
3,9,Makeup,5,0,1,0,0
6,10,Body,2,0,0,0,0
3,11,Skincare,1,0,0,2,1
0,9,Skincare,7,1,0,0,0
0,14,Skincare,6,0,0,0,0
2,12,Nails,12,1,0,0,0
5,17,Skincare,0,0,0,0,0
3,11,Nails,4,1,1,0,0
1,10,Makeup,0,0,1,0,0
2,15,Skincare,20,0,1,4,0
3,14,Makeup,1,0,0,0,0
6,16,Nails,5,1,0,0,0
1,10,Skincare,0,1,1,1,0
6,14,Nails,1,0,0,0,0
0,10,Nails,0,0,0,4,1
6,16,Skincare,1,0,0,0,0
1,16,Skincare,8,1,0,0,0
4,12,Makeup,6,0,1,4,1
4,16,Nails,1,0,0,1,0
5,15,Hair,0,0,1,0,0
2,11,Hair,7,0,0,2,0
6,10,Skincare,0,1,0,0,0
4,11,Hair,10,1,1,0,0
6,11,Body,3,1,1,0,0
6,14,Nails,12,1,0,0,0
5,9,Skincare,6,0,0,5,1
0,9,Hair,9,1,1,2,0
6,12,Hair,0,0,0,0,1
3,9,Hair,16,0,0,3,0
1,16,Hair,0,1,0,0,0
3,15,Makeup,6,1,0,0,0
2,15,Hair,1,0,0,2,0
3,11,Body,1,0,0,0,0
5,17,Nails,1,0,0,1,0
1,11,Makeup,2,1,0,0,0
6,11,Hair,1,0,1,1,0
3,10,Makeup,0,1,1,0,1
0,15,Makeup,30,1,1,3,1
5,17,Skincare,30,0,1,0,0
4,10,Nails,25,0,0,4,0
1,12,Skincare,30,1,0,1,0
4,14,Nails,0,1,0,0,0
3,15,Nails,16,0,0,0,0
0,15,Skincare,30,0,1,0,0
3,10,Body,1,0,0,0,1
4,14,Makeup,2,0,0,0,0
4,11,Makeup,4,1,0,0,0
5,9,Skincare,1,1,0,2,1
5,14,Nails,3,0,0,0,0
2,12,Hair,24,1,1,0,0
5,15,Hair,4,1,1,0,0
1,10,Body,7,0,0,0,0
3,14,Body,3,0,0,1,0
4,14,Skincare,7,1,1,0,0
1,17,Makeup,1,1,0,0,1
